#   wa_calc,   carbon,     silicate,     factor
     0.091   2.8112-143   2.3039-294   2.8112-143
  5529.711   2.0177E-30   2.9177E-30   4.9354E-30
  5594.322   1.8970E-30   2.7436E-30   4.6407E-30
  5659.689   1.7836E-30   2.5800E-30   4.3637E-30
  5725.819   1.6771E-30   2.4263E-30   4.1033E-30
  5792.721   1.5769E-30   2.2817E-30   3.8586E-30
  5860.406   1.4828E-30   2.1459E-30   3.6286E-30
  5928.881   1.3943E-30   2.0182E-30   3.4125E-30
  5998.156   1.3112E-30   1.8981E-30   3.2093E-30
  6068.241   1.2330E-30   1.7853E-30   3.0183E-30
  6139.145   1.1596E-30   1.6792E-30   2.8387E-30
  6210.877   1.0905E-30   1.5794E-30   2.6699E-30
  6283.448   1.0256E-30   1.4856E-30   2.5113E-30
  6356.866   9.6461E-31   1.3975E-30   2.3621E-30
  6431.142   9.0726E-31   1.3146E-30   2.2218E-30
  6506.286   8.5335E-31   1.2366E-30   2.0900E-30
  6582.308   8.0266E-31   1.1633E-30   1.9660E-30
  6659.218   7.5500E-31   1.0944E-30   1.8494E-30
  6737.027   7.1020E-31   1.0296E-30   1.7398E-30
  6815.745   6.6807E-31   9.6868E-31   1.6368E-30
  6895.383   6.2846E-31   9.1137E-31   1.5398E-30
  6975.951   5.9122E-31   8.5748E-31   1.4487E-30
  7057.461   5.5620E-31   8.0680E-31   1.3630E-30
  7139.923   5.2327E-31   7.5913E-31   1.2824E-30
  7223.349   4.9230E-31   7.1430E-31   1.2066E-30
  7307.749   4.6318E-31   6.7213E-31   1.1353E-30
  7393.136   4.3580E-31   6.3247E-31   1.0683E-30
  7479.520   4.1004E-31   5.9517E-31   1.0052E-30
  7566.914   3.8582E-31   5.6008E-31   9.4589E-31
  7655.329   3.6304E-31   5.2707E-31   8.9011E-31
  7744.777   3.4161E-31   4.9602E-31   8.3763E-31
  7835.270   3.2145E-31   4.6681E-31   7.8827E-31
  7926.820   3.0250E-31   4.3934E-31   7.4183E-31
  8019.440   2.8467E-31   4.1349E-31   6.9815E-31
  8113.142   2.6789E-31   3.8917E-31   6.5706E-31
  8207.939   2.5211E-31   3.6629E-31   6.1841E-31
  8303.844   2.3727E-31   3.4477E-31   5.8204E-31
  8400.870   2.2331E-31   3.2451E-31   5.4782E-31
  8499.029   2.1017E-31   3.0546E-31   5.1563E-31
  8598.335   1.9781E-31   2.8753E-31   4.8534E-31
  8698.801   1.8619E-31   2.7066E-31   4.5684E-31
  8800.441   1.7525E-31   2.5478E-31   4.3003E-31
  8903.269   1.6495E-31   2.3985E-31   4.0480E-31
  9007.298   1.5527E-31   2.2579E-31   3.8106E-31
  9112.543   1.4616E-31   2.1256E-31   3.5872E-31
  9219.018   1.3758E-31   2.0011E-31   3.3770E-31
  9326.736   1.2952E-31   1.8840E-31   3.1791E-31
  9435.714   1.2192E-31   1.7737E-31   2.9930E-31
  9545.964   1.1478E-31   1.6700E-31   2.8178E-31
  9657.503   1.0806E-31   1.5723E-31   2.6529E-31
  9770.345   1.0173E-31   1.4804E-31   2.4977E-31
  9884.506   9.5776E-32   1.3939E-31   2.3516E-31
 10000.000   9.0173E-32   1.3124E-31   2.2142E-31
  1.270   1.110   1.438  2.1107E-27
  2.220   2.038   2.409  2.5127E-27
  3.530   3.060   4.028  1.7288E-26
  4.880   4.566   5.239  6.2511E-27
 12.290   8.604  16.689  4.3476E-26
 20.790  16.606  25.542  2.3055E-26
 55.990  43.404  70.686  4.2843E-26
 97.700  85.076 116.069  1.7650E-25
147.890 132.594 167.727  2.1623E-25
247.860 196.422 297.248  9.7228E-26
 12.000   8.500  15.000  5.6134E-26
 25.000  19.000  30.000  2.2340E-26
 60.000  40.000  80.000  5.0325E-26
100.000  83.000 120.000  1.8140E-25
  3.500   3.180   3.920  2.1246E-26
  4.500   4.000   5.020  4.6387E-27
  5.800   5.000   6.410  3.2612E-26
  8.000   6.450   9.320  7.7076E-26
 24.000  20.800  26.100  1.8450E-26
 70.000  61.000  80.000  8.4360E-26
160.000 139.600 174.200  2.1864E-25
